"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Programmed Cell Death",0.708333333333333,-0.75,-0.8125,-0.870833333333333,-0.46875,-0.506578947368421,-0.8125,-0.90625,-0.842105263157895,0.336309523809524,0.78125,0.71875,0.59375,0.46875,0.96875,0.726973684210526,0.772727272727273,0.96875,0.598214285714286,-0.473557692307692
"Proteasomal Protein Catabolic Process",-0.615384615384615,0.604414261460102,0.403225806451613,-0.502546689303905,0.635673624288425,0.662239089184061,0.685483870967742,0.735732009925559,-0.483870967741935,-0.64516129032258,0.520967741935484,-0.390243902439024,-0.71774193548387,-0.354838709677419,-0.876832844574779,0.43424317617866,-0.362519201228879,-0.359237536656891,0.421744324970131,0.560334528076464
"Proteasome Mediated Ubiquitin Dependent Protein Catabolic Process",-0.727272727272727,0.5625,-0.71875,-0.506578947368421,0.803571428571429,0.84375,0.53125,0.909926470588235,-0.599431818181818,-0.625,0.6875,-0.64,-0.65625,-0.59375,-0.96875,0.5,0.65,0.34375,0.514945652173913,0.76875
"Protein Catabolic Process",-0.615384615384615,0.604414261460102,0.403225806451613,-0.502546689303905,0.635673624288425,0.662239089184061,0.685483870967742,0.735732009925559,-0.483870967741935,-0.64516129032258,0.520967741935484,-0.390243902439024,-0.71774193548387,-0.354838709677419,-0.876832844574779,0.43424317617866,-0.362519201228879,-0.359237536656891,0.421744324970131,0.560334528076464
"Protein Containing Complex Binding",0.649769585253456,-0.709677419354838,-0.935483870967741,-0.677419354838709,-0.96774193548387,-0.838709677419354,-1.03225806451613,-0.935483870967741,-0.426197458455523,-0.456500488758553,0.681003584229391,0.580645161290323,0.617302052785924,0.509677419354839,0.563275434243176,0.466073414905451,0.580645161290323,-0.694497153700189,-0.517972350230414,-0.423562412342216
"Protein Containing Complex Organization",-0.451612903225806,0.515151515151515,-0.870967741935483,-0.556451612903225,-0.935483870967741,-0.706451612903225,-0.81081081081081,-0.794162826420891,-0.4036866359447,0.609902475618905,-0.817836812144212,-0.516129032258064,0.479735318444996,-0.794044665012406,-0.419354838709677,-0.502846299810246,-0.96774193548387,-0.64516129032258,-0.452346041055718,-0.686491935483871
"Protein Modification By Small Protein Conjugation",-0.421052631578947,0.668817204301075,0.366666666666667,-0.388405797101449,-0.38494623655914,0.55,0.450574712643678,0.65952380952381,-0.5,-0.666666666666667,0.3,-0.347826086956522,-0.395238095238095,-0.457471264367816,-0.618840579710145,-0.266666666666667,0.319540229885057,-0.510810810810811,0.418518518518519,0.625
"Protein Modification By Small Protein Conjugation Or Removal",-0.421052631578947,0.668817204301075,0.366666666666667,-0.388405797101449,-0.38494623655914,0.55,0.450574712643678,0.65952380952381,-0.5,-0.666666666666667,0.3,-0.347826086956522,-0.395238095238095,-0.457471264367816,-0.618840579710145,-0.266666666666667,0.319540229885057,-0.510810810810811,0.418518518518519,0.625
"Protein Polymerization",-0.625,-0.78125,-0.96875,-0.8125,-0.9375,-0.8125,-1,-1.03125,-0.53125,-0.53125,-0.59375,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.625,-0.53125,-0.53125
"Protein Polyubiquitination",0.6875,0.71875,-0.46875,0.625,-0.456018518518519,0.739130434782609,-0.473557692307692,0.857638888888889,-0.59375,-0.6875,-0.625,-0.761904761904762,0.9375,-0.8125,-0.551724137931034,-0.625,0.75,-0.71875,-0.78125,0.639705882352941
"Proteolysis",-0.421052631578947,0.668817204301075,0.366666666666667,-0.388405797101449,-0.38494623655914,0.55,0.450574712643678,0.65952380952381,-0.5,-0.666666666666667,0.3,-0.347826086956522,-0.395238095238095,-0.457471264367816,-0.618840579710145,-0.266666666666667,0.319540229885057,-0.510810810810811,0.418518518518519,0.625
"Receptor Internalization",0.5625,0.6875,0.8125,0.84375,0.664402173913043,0.44375,0.40625,0.40625,0.625,0.84375,-0.8125,-0.761029411764706,-0.420454545454545,-0.4375,-0.6875,-0.772916666666667,-0.732142857142857,0.700892857142857,-0.6875,-0.727272727272727
"Receptor Mediated Endocytosis",0.5625,0.6875,0.8125,0.84375,0.664402173913043,0.44375,0.40625,0.40625,0.625,0.84375,-0.8125,-0.761029411764706,-0.420454545454545,-0.4375,-0.6875,-0.772916666666667,-0.732142857142857,0.700892857142857,-0.6875,-0.727272727272727
"Receptor Metabolic Process",0.5625,0.6875,0.8125,0.84375,0.664402173913043,0.44375,0.40625,0.40625,0.625,0.84375,-0.8125,-0.761029411764706,-0.420454545454545,-0.4375,-0.6875,-0.772916666666667,-0.732142857142857,0.700892857142857,-0.6875,-0.727272727272727
"Receptor Signaling Pathway Via Stat",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Regulation Of Anatomical Structure Morphogenesis",0.708333333333333,-0.75,-0.8125,-0.870833333333333,-0.46875,-0.506578947368421,-0.8125,-0.90625,-0.842105263157895,0.336309523809524,0.78125,0.71875,0.59375,0.46875,0.96875,0.726973684210526,0.772727272727273,0.96875,0.598214285714286,-0.473557692307692
"Regulation Of Body Fluid Levels",0.819852941176471,-0.34375,-0.420454545454545,0.726973684210526,0.484879032258065,-0.42625,-0.842105263157895,-0.541666666666667,-0.40625,0.625,-0.485991379310345,-0.715277777777778,0.540178571428571,0.3125,0.651785714285714,-0.40625,0.4375,0.365489130434783,-0.5,-0.761904761904762
"Regulation Of Cell Activation",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Regulation Of Cell Adhesion",-0.639999999999999,0.719495091164095,0.596285434995113,-0.442396313364055,0.681003584229391,0.417562724014337,0.631964809384164,0.503722084367246,-0.524193548387096,-0.46844319775596,0.436185133239832,0.399193548387097,-0.78396871945259,0.32741935483871,-0.602150537634408,-0.362519201228879,-0.724193548387096,-0.32258064516129,-0.470588235294117,0.583126550868486
"Regulation Of Cell Cell Adhesion",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Regulation Of Cell Cycle",0.741666666666667,0.59375,-0.375,0.75,0.84375,-0.526785714285714,0.572916666666667,0.739130434782609,0.446022727272727,0.75,-0.798076923076923,0.389204545454545,-0.75,-0.625,-0.599431818181818,-0.78125,-0.90625,0.857638888888889,-0.78125,-0.78125
"Regulation Of Cell Cycle Process",0.741666666666667,0.59375,-0.375,0.75,0.84375,-0.526785714285714,0.572916666666667,0.739130434782609,0.446022727272727,0.75,-0.798076923076923,0.389204545454545,-0.75,-0.625,-0.599431818181818,-0.78125,-0.90625,0.857638888888889,-0.78125,-0.78125
"Regulation Of Cell Death",0.708333333333333,-0.75,-0.8125,-0.870833333333333,-0.46875,-0.506578947368421,-0.8125,-0.90625,-0.842105263157895,0.336309523809524,0.78125,0.71875,0.59375,0.46875,0.96875,0.726973684210526,0.772727272727273,0.96875,0.598214285714286,-0.473557692307692
"Regulation Of Cell Differentiation",0.425,-0.651026392961876,-0.806451612903225,-0.866188769414575,-0.483870967741935,0.309677419354839,-0.715542521994134,-0.850094876660341,-0.699308755760368,0.264784946236559,0.806451612903226,0.741935483870968,0.354838709677419,-0.387096774193548,0.501075268817204,0.631336405529954,0.739130434782609,0.788254755996691,0.731566820276498,0.519466073414905
"Regulation Of Cell Population Proliferation",0.80952380952381,-0.494134897360704,0.270161290322581,0.700268817204301,0.804301075268817,-0.299539170506912,-0.612903225806451,0.447368421052632,0.612903225806452,0.838709677419355,-0.653225806451613,-0.612903225806451,-0.755583126550868,-0.580645161290322,0.634408602150538,-0.677419354838709,-0.649560117302052,0.903225806451613,-0.489919354838709,-0.838709677419354
"Regulation Of Cellular Component Movement",0.772727272727273,-0.447916666666667,0.3625,0.65,0.78125,-0.798076923076923,0.65625,-0.802083333333333,0.46875,0.71875,0.35,-0.650568181818182,-0.71875,0.5625,0.76875,-0.65625,-0.6875,0.772727272727273,-0.842105263157895,-0.625
"Regulation Of Cellular Response To Growth Factor Stimulus",0.5625,0.6875,0.8125,0.78125,0.9375,0.766826923076923,0.40625,0.59375,0.46875,0.6875,-0.71875,-0.96875,-0.90625,-0.3125,-0.40625,-0.875,-0.59375,0.65625,-0.761904761904762,-0.842105263157895
"Regulation Of Defense Response",-0.606039807824296,-0.829151732377538,-0.513323983169705,-0.691935483870967,-0.575682382133995,-0.350967741935484,-0.516129032258064,-0.90524193548387,-0.45766129032258,0.493951612903226,0.806451612903226,-0.351501668520578,0.68,0.58765778401122,0.388794567062818,-0.350967741935484,0.399193548387097,0.68,0.621935483870968,0.704714640198511
"Regulation Of G Protein Coupled Receptor Signaling Pathway",0.5625,0.6875,0.8125,0.84375,0.664402173913043,0.44375,0.40625,0.40625,0.625,0.84375,-0.8125,-0.761029411764706,-0.420454545454545,-0.4375,-0.6875,-0.772916666666667,-0.732142857142857,0.700892857142857,-0.6875,-0.727272727272727
"Regulation Of Growth",-0.633333333333333,0.3,-0.323809523809524,-0.664705882352941,0.566666666666667,0.419047619047619,0.387878787878788,0.695238095238095,-0.514285714285714,-0.380952380952381,0.536363636363636,0.534108527131783,-0.569369369369369,-0.366666666666667,-0.670175438596491,0.472549019607843,-0.457575757575757,0.6125,0.509009009009009,0.376923076923077
"Regulation Of Hemopoiesis",0.515151515151515,-0.772916666666667,-0.78125,-0.798076923076923,-0.5,-0.396739130434783,-0.5,-0.90625,-0.53125,0.598214285714286,0.78125,0.71875,-0.4375,-0.59375,0.502083333333333,0.442307692307692,-0.5,0.71875,0.729779411764706,0.60875
"Regulation Of Immune Response",0.515151515151515,-0.772916666666667,-0.78125,-0.798076923076923,-0.5,-0.396739130434783,-0.5,-0.90625,-0.53125,0.598214285714286,0.78125,0.71875,-0.4375,-0.59375,0.502083333333333,0.442307692307692,-0.5,0.71875,0.729779411764706,0.60875
"Regulation Of Immune System Process",0.459459459459459,-0.423225806451613,0.354838709677419,-0.794044665012406,0.451612903225807,-0.330367074527252,0.872983870967742,-0.567741935483871,-0.451612903225806,-0.384707287933094,0.645161290322581,0.741935483870968,-0.619915848527349,-0.354838709677419,0.452590420332356,0.387096774193549,-0.618595825426945,0.5,0.612903225806452,0.467741935483871
"Regulation Of Inflammatory Response",-0.606039807824296,-0.829151732377538,-0.513323983169705,-0.691935483870967,-0.575682382133995,-0.350967741935484,-0.516129032258064,-0.90524193548387,-0.45766129032258,0.493951612903226,0.806451612903226,-0.351501668520578,0.68,0.58765778401122,0.388794567062818,-0.350967741935484,0.399193548387097,0.68,0.621935483870968,0.704714640198511
"Regulation Of Leukocyte Differentiation",0.515151515151515,-0.772916666666667,-0.78125,-0.798076923076923,-0.5,-0.396739130434783,-0.5,-0.90625,-0.53125,0.598214285714286,0.78125,0.71875,-0.4375,-0.59375,0.502083333333333,0.442307692307692,-0.5,0.71875,0.729779411764706,0.60875
"Regulation Of Lipid Kinase Activity",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Regulation Of Lymphocyte Activation",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Regulation Of Multicellular Organismal Development",0.425,-0.651026392961876,-0.806451612903225,-0.866188769414575,-0.483870967741935,0.309677419354839,-0.715542521994134,-0.850094876660341,-0.699308755760368,0.264784946236559,0.806451612903226,0.741935483870968,0.354838709677419,-0.387096774193548,0.501075268817204,0.631336405529954,0.739130434782609,0.788254755996691,0.731566820276498,0.519466073414905
"Regulation Of Neurotransmitter Receptor Activity",0.729166666666667,-0.96875,-0.695652173913043,0.389204545454545,-0.65625,-0.75,-0.71875,0.454741379310345,0.68,0.5625,0.5625,-0.53125,-0.65625,0.62962962962963,0.8125,0.625,0.415178571428571,0.8125,0.71875,0.6875
"Regulation Of Phosphatidylinositol 3 Kinase Activity",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Regulation Of Phosphorus Metabolic Process",-0.633333333333333,0.3,-0.323809523809524,-0.664705882352941,0.566666666666667,0.419047619047619,0.387878787878788,0.695238095238095,-0.514285714285714,-0.380952380952381,0.536363636363636,0.534108527131783,-0.569369369369369,-0.366666666666667,-0.670175438596491,0.472549019607843,-0.457575757575757,0.6125,0.509009009009009,0.376923076923077
"Regulation Of Protein Kinase Activity",-0.888888888888889,0.5625,-0.375,-0.475,0.766826923076923,0.625,-0.59375,0.944444444444444,-0.310661764705882,0.810855263157895,0.395,-0.338815789473684,-0.6875,-0.65625,-0.8125,-0.28125,-0.90625,0.71875,0.542613636363636,0.540178571428571
"Regulation Of Protein Modification Process",-0.432432432432432,0.333333333333333,-0.533333333333333,-0.584210526315789,-0.416091954022988,0.666666666666667,-0.72962962962963,0.80952380952381,-0.528205128205128,0.366666666666667,0.46,-0.266666666666667,0.338738738738739,-0.5,-0.416091954022988,0.324806201550388,0.414634146341463,0.551572327044025,0.590909090909091,0.544444444444445
"Regulation Of Protein Phosphorylation",-0.661935483870967,-0.451612903225806,-0.595622119815668,-0.667931688804554,0.638709677419355,0.645161290322581,-0.686379928315412,0.894736842105263,-0.564027370478983,0.519466073414905,0.603225806451613,0.371565113500597,-0.404692082111437,-0.387096774193548,-0.810483870967741,0.501466275659824,0.515151515151515,0.783531409168082,0.596285434995113,0.467741935483871
"Regulation Of Proteolysis",-0.727272727272727,0.5625,-0.71875,-0.506578947368421,0.803571428571429,0.84375,0.53125,0.909926470588235,-0.599431818181818,-0.625,0.6875,-0.64,-0.65625,-0.59375,-0.96875,0.5,0.65,0.34375,0.514945652173913,0.76875
"Regulation Of Response To External Stimulus",-0.606039807824296,-0.829151732377538,-0.513323983169705,-0.691935483870967,-0.575682382133995,-0.350967741935484,-0.516129032258064,-0.90524193548387,-0.45766129032258,0.493951612903226,0.806451612903226,-0.351501668520578,0.68,0.58765778401122,0.388794567062818,-0.350967741935484,0.399193548387097,0.68,0.621935483870968,0.704714640198511
"Regulation Of Response To Stress",-0.475141242937853,-0.541025641025641,-0.446666666666667,-0.525,-0.722222222222222,-0.253763440860215,-0.6,-0.8,-0.53030303030303,-0.240740740740741,0.567441860465116,-0.28235294117647,0.766666666666667,0.338738738738739,0.492156862745098,-0.461904761904762,0.483333333333333,0.425,0.613333333333334,0.76025641025641
"Regulation Of Signaling Receptor Activity",-0.571428571428571,-0.903225806451612,-0.548387096774193,-0.485768500948766,-0.573732718894009,-0.470588235294117,-0.659677419354838,0.435483870967742,0.5,0.419354838709677,0.654978962131837,-0.278709677419355,-0.677419354838709,0.5,0.406451612903226,0.645161290322581,0.3841642228739,0.741935483870968,0.741935483870968,0.828853046594982
"Regulation Of System Process",0.658653846153846,-0.683035714285714,-0.615384615384615,0.5375,0.60875,0.475328947368421,-0.625,-0.6375,-0.416666666666667,0.53125,-0.620923913043478,-0.674342105263158,-0.65625,0.739130434782609,0.40625,-0.670955882352941,0.700892857142857,0.8125,0.34375,-0.516129032258065
"Regulation Of T Cell Activation",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Regulation Of Trans Synaptic Signaling",0.385398981324278,-0.774193548387096,-0.81578947368421,-0.505376344086021,-0.511827956989247,-0.533333333333333,-0.741935483870967,0.435483870967742,0.414634146341463,-0.431451612903226,0.661935483870968,-0.297043010752688,-0.354838709677419,0.53125,0.806451612903226,0.645161290322581,0.634125636672326,0.838709677419355,0.741935483870968,0.560483870967742
"Regulation Of Transferase Activity",-0.727272727272727,0.580645161290323,0.421744324970131,-0.470967741935484,0.588709677419355,0.33026113671275,0.58765778401122,0.73715651135006,-0.290322580645161,0.467741935483871,0.319243604004449,0.488479262672811,-0.709677419354838,-0.354838709677419,-0.672325976230899,-0.258064516129032,-0.833930704898446,0.452590420332356,0.441687344913151,0.424884792626728
"Regulation Of Transport",0.483870967741936,0.412186379928315,0.741935483870968,0.714717741935484,0.539170506912442,-0.563275434243176,-0.444892473118279,0.709677419354839,0.653846153846154,0.612903225806452,-0.484983314794216,-0.733036707452725,-0.612903225806451,-0.28110599078341,-0.302270011947431,-0.367511520737327,-0.71121351766513,0.428453267162945,0.338709677419355,-0.695652173913043
"Regulation Of Vesicle Mediated Transport",0.53125,0.696022727272727,0.78125,0.6875,0.635416666666667,0.365489130434783,0.446022727272727,0.6875,0.625,0.65625,-0.524305555555556,-0.715277777777778,-0.732142857142857,0.510416666666667,-0.71875,-0.471467391304348,-0.645833333333333,-0.571428571428571,-0.6875,-0.888888888888889
"Response To Endogenous Stimulus",0.342490842490842,-0.375641025641026,-0.461538461538461,-0.455544455544455,0.414880201765448,-0.281440781440782,-0.423076923076923,-0.527472527472527,-0.558704453441295,-0.269230769230769,0.584249084249084,-0.48005698005698,0.402439024390244,0.476923076923077,0.410813823857302,0.401800327332242,0.462864721485411,0.572874493927126,0.426765015806112,0.371794871794872
"Response To Growth Factor",-0.564176245210728,-0.230172413793103,-0.271639690358902,-0.448850574712644,0.628708901363272,0.393358876117497,-0.379310344827586,0.413793103448276,-0.694192377495463,-0.554858934169279,0.369252873563218,-0.654041831543245,-0.465517241379311,0.5981703026038,0.370689655172414,0.436105476673428,0.619252873563218,0.665264928511354,0.376802507836991,0.348419540229885
"Response To Nitrogen Compound",-0.516129032258065,-0.46875,-0.78125,-0.65625,-0.90625,-0.447916666666667,-0.941176470588235,-0.798076923076923,-0.75,0.40625,0.90625,0.625,0.730654761904762,-0.28125,0.454741379310345,0.78125,0.53125,-0.454861111111111,0.839583333333333,0.730654761904762
"Response To Organic Cyclic Compound",0.96875,-0.6875,-0.8125,-0.5625,-0.851102941176471,-0.90625,-1,-0.90625,-0.4375,0.65625,0.78125,0.625,0.810855263157895,0.607638888888889,0.96875,0.639705882352941,-0.40625,0.607142857142857,0.53125,-0.424107142857143
"Response To Oxygen Containing Compound",0.96875,-0.6875,-0.8125,-0.5625,-0.851102941176471,-0.90625,-1,-0.90625,-0.4375,0.65625,0.78125,0.625,0.810855263157895,0.607638888888889,0.96875,0.639705882352941,-0.40625,0.607142857142857,0.53125,-0.424107142857143
"Response To Transforming Growth Factor Beta",-0.674342105263158,-0.396739130434783,0.6875,0.3125,0.489583333333333,-0.46875,-0.34375,0.5625,-0.5625,0.465277777777778,0.459558823529412,-0.9375,0.566666666666667,0.71875,0.625,-0.875,0.336805555555556,0.53125,-0.666666666666667,0.729779411764706
"Ribonucleotide Binding",0.666666666666667,0.519607843137255,0.249019607843137,0.41869918699187,0.393333333333333,-0.7,0.419858156028369,-0.26969696969697,-0.433333333333333,0.633333333333333,0.382758620689655,0.433333333333333,0.502702702702703,0.566666666666667,0.387878787878788,0.431884057971014,-0.525,-0.566666666666667,-0.943410852713178,-0.436842105263158
"Rna Processing",0.514945652173913,-0.84375,-0.65625,0.8125,0.71875,0.8125,-0.59375,-0.6875,0.336309523809524,-0.71875,-0.6875,0.78125,-0.3125,-0.473557692307692,-0.53125,-0.761904761904762,0.96875,0.729779411764706,-0.490808823529412,0.5625
"Secretion",0.53125,0.696022727272727,0.78125,0.6875,0.635416666666667,0.365489130434783,0.446022727272727,0.6875,0.625,0.65625,-0.524305555555556,-0.715277777777778,-0.732142857142857,0.510416666666667,-0.71875,-0.471467391304348,-0.645833333333333,-0.571428571428571,-0.6875,-0.888888888888889
"Secretory Granule",0.5625,1,0.59375,-0.34375,-0.75,-0.689903846153846,0.71875,0.8125,0.65625,0.6875,-0.42625,-0.5,0.658653846153846,0.365489130434783,-0.75,0.690340909090909,-0.84375,-0.727272727272727,-0.75,-0.8125
"Secretory Granule Membrane",0.5625,1,0.59375,-0.34375,-0.75,-0.689903846153846,0.71875,0.8125,0.65625,0.6875,-0.42625,-0.5,0.658653846153846,0.365489130434783,-0.75,0.690340909090909,-0.84375,-0.727272727272727,-0.75,-0.8125
"Secretory Vesicle",-0.451612903225806,0.825,-0.523297491039426,-0.495483870967741,-0.541935483870967,-0.388709677419355,0.309677419354839,0.76099706744868,-0.533333333333333,0.419354838709677,0.545967741935484,0.387096774193549,0.572156196943973,0.267281105990783,-0.741935483870967,0.767990074441687,-0.424075531077891,-0.432432432432432,-0.349078341013825,-0.635483870967741
"Sequence Specific Dna Binding",0.406739811912226,-0.448275862068966,-0.484729064039409,-0.28448275862069,-0.53448275862069,-0.885579937304075,-0.570780399274047,-0.763756419662509,-0.496551724137931,0.497082228116711,-0.546110665597434,-0.434782608695652,-0.754990925589837,-0.299188640973631,0.565072302558398,-0.439655172413793,-0.661933739012846,0.508796622097115,-0.63825634352635,0.548387096774194
"Signaling Receptor Binding",-0.333333333333333,0.359605911330049,-0.396551724137931,-0.360837438423645,0.355761143818335,0.31237322515213,-0.570443349753695,-0.383808095952024,-0.520525451559935,0.227586206896552,0.567398119122257,-0.2994555353902,0.342716396903589,-0.310344827586207,-0.314655172413793,0.504641909814324,0.472222222222222,0.447542186353632,0.39576802507837,-0.340425531914894
"Signaling Receptor Regulator Activity",-0.496527777777778,-0.34375,-0.56875,0.454741379310345,0.857638888888889,0.71875,-0.625,0.53125,-0.8,-0.8125,-0.46875,-0.573863636363636,-0.541666666666667,-0.375,-0.6875,0.473214285714286,0.894736842105263,0.875,0.5,-0.8
"Skeletal System Development",0.96875,-0.6875,-0.8125,-0.5625,-0.851102941176471,-0.90625,-1,-0.90625,-0.4375,0.65625,0.78125,0.625,0.810855263157895,0.607638888888889,0.96875,0.639705882352941,-0.40625,0.607142857142857,0.53125,-0.424107142857143
"Smooth Muscle Cell Proliferation",0.894736842105263,-0.590460526315789,0.307565789473684,0.875,0.857638888888889,-0.375,-0.59375,-0.683035714285714,0.59375,0.8125,-0.59375,-0.604166666666667,-0.675,-0.5625,0.696022727272727,-0.670955882352941,-0.59375,0.875,-0.4375,-0.8125
"Supramolecular Complex",0.90625,-0.479166666666667,-0.6875,0.8125,0.71875,-0.3125,0.78125,-0.6875,-0.625,-0.620923913043478,-0.5625,0.875,-0.75,0.59375,-0.424107142857143,-1,0.875,0.5625,-0.875,-0.28125
"Supramolecular Fiber Organization",-0.625,-0.78125,-0.96875,-0.8125,-0.9375,-0.8125,-1,-1.03125,-0.53125,-0.53125,-0.59375,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.53125,-0.625,-0.53125,-0.53125
"Synapse",0.323809523809524,0.6,-0.720930232558139,-0.528571428571428,-0.66140350877193,-0.4,-0.3,0.383333333333333,-0.421052631578947,0.387878787878788,0.495833333333333,0.4,0.405797101449275,0.511111111111111,-0.362962962962963,0.633333333333333,0.413836477987421,-0.340425531914893,-0.219047619047619,0.361904761904762
"Synaptic Signaling",0.378947368421053,-0.524358974358974,-0.659574468085106,-0.41869918699187,-0.579710144927536,-0.595934959349593,-0.517117117117117,0.467479674796748,0.369565217391304,-0.366666666666667,0.712612612612613,-0.3,-0.366666666666667,0.525757575757576,0.47741935483871,0.666666666666667,0.470833333333333,0.525641025641026,0.544144144144144,0.51025641025641
"T Cell Activation",0.459459459459459,-0.423225806451613,0.354838709677419,-0.794044665012406,0.451612903225807,-0.330367074527252,0.872983870967742,-0.567741935483871,-0.451612903225806,-0.384707287933094,0.645161290322581,0.741935483870968,-0.619915848527349,-0.354838709677419,0.452590420332356,0.387096774193549,-0.618595825426945,0.5,0.612903225806452,0.467741935483871
"T Cell Activation Involved In Immune Response",0.515151515151515,-0.772916666666667,-0.78125,-0.798076923076923,-0.5,-0.396739130434783,-0.5,-0.90625,-0.53125,0.598214285714286,0.78125,0.71875,-0.4375,-0.59375,0.502083333333333,0.442307692307692,-0.5,0.71875,0.729779411764706,0.60875
"T Cell Differentiation",0.515151515151515,-0.772916666666667,-0.78125,-0.798076923076923,-0.5,-0.396739130434783,-0.5,-0.90625,-0.53125,0.598214285714286,0.78125,0.71875,-0.4375,-0.59375,0.502083333333333,0.442307692307692,-0.5,0.71875,0.729779411764706,0.60875
"T Cell Differentiation Involved In Immune Response",0.515151515151515,-0.772916666666667,-0.78125,-0.798076923076923,-0.5,-0.396739130434783,-0.5,-0.90625,-0.53125,0.598214285714286,0.78125,0.71875,-0.4375,-0.59375,0.502083333333333,0.442307692307692,-0.5,0.71875,0.729779411764706,0.60875
"Tissue Development",0.772727272727273,-0.447916666666667,0.3625,0.65,0.78125,-0.798076923076923,0.65625,-0.802083333333333,0.46875,0.71875,0.35,-0.650568181818182,-0.71875,0.5625,0.76875,-0.65625,-0.6875,0.772727272727273,-0.842105263157895,-0.625
"Trans Golgi Network",0.555178268251273,-0.536098310291858,-0.816226783968719,-0.387096774193548,-0.638186573670444,-0.838709677419354,-0.681818181818181,-0.874363327674023,-0.480533926585094,-0.421146953405018,-0.580645161290322,0.838709677419355,-0.432258064516129,-0.532258064516129,-0.442815249266862,-0.532258064516129,-0.548387096774193,-0.483870967741935,-0.653061224489796,-0.42803970223325
"Transcription Regulator Activity",0.406739811912226,-0.448275862068966,-0.484729064039409,-0.28448275862069,-0.53448275862069,-0.885579937304075,-0.570780399274047,-0.763756419662509,-0.496551724137931,0.497082228116711,-0.546110665597434,-0.434782608695652,-0.754990925589837,-0.299188640973631,0.565072302558398,-0.439655172413793,-0.661933739012846,0.508796622097115,-0.63825634352635,0.548387096774194
"Transferase Complex",-0.615384615384615,0.604414261460102,0.403225806451613,-0.502546689303905,0.635673624288425,0.662239089184061,0.685483870967742,0.735732009925559,-0.483870967741935,-0.64516129032258,0.520967741935484,-0.390243902439024,-0.71774193548387,-0.354838709677419,-0.876832844574779,0.43424317617866,-0.362519201228879,-0.359237536656891,0.421744324970131,0.560334528076464
"Transferase Complex Transferring Phosphorus Containing Groups",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway",-0.375,0.545833333333333,0.423611111111111,-0.59375,0.839583333333333,-0.5625,0.5625,-0.4375,-0.834821428571429,-0.604166666666667,-0.544642857142857,-0.545673076923077,-0.84375,0.71875,0.625,0.607142857142857,0.391447368421053,0.65625,-0.516129032258065,0.598214285714286
"Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway",-0.661935483870967,-0.354838709677419,-0.471163245356794,-0.537372147915027,0.809847198641766,0.741935483870968,-0.54147465437788,0.483870967741936,-0.668520578420467,-0.612903225806451,0.554388597149287,-0.387096774193548,-0.416549789621318,-0.431899641577061,-0.709677419354838,0.422842197035746,0.85,0.741935483870968,0.672043010752688,-0.444444444444444
